Ticker,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Profit Percentage,Buy Prices,Sell Prices
ACEINTEG,2,1,1,50421,50.42,"17.66666603088379, 9.533332824707031","8.699999809265137, 30.700000762939453"
ACI,0,0,0,0,0.0,,
ACL,6,0,6,-60767,-60.77,"231.0, 133.0, 103.0, 53.0, 147.0, 137.0500030517578","166.0, 91.0, 52.0, 37.0, 108.0, 85.69999694824219"
ACLGATI,5,1,4,44667,44.67,"36.099998474121094, 120.1500015258789, 87.4000015258789, 44.20000076293945, 146.4499969482422","26.850000381469727, 87.5999984741211, 54.0, 161.14999389648438, 100.5"
ADANIENSOL,0,0,0,0,0.0,,
ADANIENT,7,4,3,229420,229.42,"32.421504974365234, 63.74709701538086, 30.831275939941406, 31.827564239501953, 50.348873138427734, 47.24293518066406, 145.85000610351562","99.64411163330078, 46.72590255737305, 21.688419342041016, 96.14944458007812, 32.01294708251953, 144.52517700195312, 479.54998779296875"
ADANIGREEN,1,0,1,-11844,-11.84,2174.699951171875,1223.9000244140625
ADANIPORTS,3,2,1,117346,117.35,"158.0800018310547, 77.2300033569336, 247.6999969482422","98.83000183105469, 243.6999969482422, 769.5499877929688"
ADANIPOWER,5,2,3,115596,115.6,"52.95000076293945, 51.95000076293945, 31.5, 31.350000381469727, 224.85000610351562","35.04999923706055, 38.95000076293945, 20.149999618530273, 94.75, 755.7999877929688"
ADFFOODS,2,0,2,-18976,-18.98,"11.989999771118164, 53.90999984741211","8.960000038146973, 34.0"
ADL,0,0,0,0,0.0,,
ADORWELD,3,1,2,41022,41.02,"237.6999969482422, 111.19999694824219, 352.1000061035156","177.14999389648438, 342.8999938964844, 185.39999389648438"
ADROITINFO,2,0,2,-16766,-16.77,"40.431034088134766, 6.315144062042236","28.71803092956543, 4.445296764373779"
ADSL,5,2,3,149083,149.08,"187.125, 125.625, 27.600000381469727, 12.5, 17.0","97.5999984741211, 89.6500015258789, 19.450000762939453, 54.5, 65.69999694824219"
ADVANIHOTR,4,1,3,45152,45.15,"45.75, 21.774999618530273, 28.075000762939453, 22.75","34.25, 16.0, 15.050000190734863, 79.67500305175781"
ADVENZYMES,1,0,1,-8561,-8.56,261.6000061035156,188.85000610351562
AEGISCHEM,4,1,3,56784,56.78,"10.295978546142578, 4.739990234375, 16.610000610351562, 16.03999900817871","7.07998514175415, 18.011962890625, 11.255000114440918, 10.899999618530273"
AEROFLEX,0,0,0,0,0.0,,
AETHER,0,0,0,0,0.0,,
AFFLE,1,0,1,-8346,-8.35,1309.449951171875,931.6500244140625
AGARIND,0,0,0,0,0.0,,
AGI,6,1,5,14963,14.96,"23.63704490661621, 16.59563446044922, 39.5423469543457, 29.32539939880371, 68.38451385498047, 283.6499938964844","16.070980072021484, 10.865860939025879, 29.22875213623047, 21.35894203186035, 45.0, 895.8499755859375"
AGRITECH,2,0,2,-19679,-19.68,"73.4000015258789, 61.29999923706055","49.54999923706055, 43.04999923706055"
AGROPHOS,2,1,1,127999,128.0,"16.799999237060547, 11.350000381469727","9.149999618530273, 62.70000076293945"
AGSTRA,0,0,0,0,0.0,,
AHL,0,0,0,0,0.0,,
AHLADA,1,0,1,-4026,-4.03,61.0,45.650001525878906
AHLEAST,1,0,1,-8494,-8.49,148.94410705566406,108.10855865478516
AHLUCONT,1,1,0,86941,86.94,306.1000061035156,1188.6500244140625
AIAENG,3,2,1,109535,109.53,"313.29998779296875, 169.14999389648438, 939.7999877929688","156.0500030517578, 511.5, 2903.10009765625"
AIRAN,0,0,0,0,0.0,,
AIROLAM,2,1,1,58478,58.48,"37.349998474121094, 20.0","26.799999237060547, 64.0"
AJANTPHARM,2,1,1,52689,52.69,"913.4000244140625, 758.7999877929688","641.566650390625, 2333.14990234375"
AJMERA,1,0,1,-14301,-14.3,121.19999694824219,64.69999694824219
AJOONI,2,1,1,89152,89.15,"1.6030850410461426, 1.3094500303268433","1.1189850568771362, 5.7536468505859375"
AKASH,1,0,1,-10444,-10.44,59.099998474121094,35.599998474121094
AKG,1,1,0,84168,84.17,9.133726119995117,35.42778778076172
AKI,0,0,0,0,0.0,,
AKSHAR,1,0,1,-12456,-12.46,6.341666221618652,3.666666030883789
AKSHARCHEM,1,0,1,-8995,-9.0,326.20001220703125,226.39999389648438
AKSHOPTFBR,4,1,3,27560,27.56,"13.350000381469727, 7.400000095367432, 27.700000762939453, 8.0","6.650000095367432, 22.450000762939453, 18.75, 5.650000095367432"
AKZOINDIA,2,2,0,128921,128.92,"348.8500061035156, 901.7999877929688","1136.5999755859375, 2775.199951171875"
ALANKIT,4,0,4,-41846,-41.85,"27.899999618530273, 24.25, 15.300000190734863, 17.399999618530273","19.0, 14.399999618530273, 10.699999809265137, 12.25"
ALBERTDAVD,1,1,0,59156,59.16,351.1000061035156,1058.800048828125
ALEMBICLTD,3,0,3,-23925,-23.93,"31.635944366455078, 10.850000381469727, 47.45000076293945","22.626728057861328, 7.849999904632568, 35.20000076293945"
ALICON,5,3,2,190235,190.23,"21.5, 60.400001525878906, 67.0, 585.9000244140625, 251.14999389648438","73.25, 44.04999923706055, 231.4499969482422, 392.5, 795.4000244140625"
ALKALI,1,0,1,-9900,-9.9,59.900001525878906,40.099998474121094
ALKEM,0,0,0,0,0.0,,
ALKYLAMINE,2,0,2,-16462,-16.46,"3179.60009765625, 2535.75","2155.39990234375, 1813.949951171875"
ALLCARGO,3,2,1,124891,124.89,"12.6875, 26.25, 19.799999237060547","40.368751525878906, 14.612500190734863, 67.26249694824219"
ALLSEC,6,3,3,249929,249.93,"150.8000030517578, 26.25, 15.399999618530273, 27.399999618530273, 276.95001220703125, 187.0500030517578","90.25, 18.5, 61.150001525878906, 136.0, 115.5, 639.75"
ALMONDZ,4,2,2,118957,118.96,"15.050000190734863, 32.70000076293945, 8.600000381469727, 11.25","45.54999923706055, 22.149999618530273, 6.0, 39.099998474121094"
ALOKINDS,7,1,6,28960,28.96,"58.002323150634766, 26.64697265625, 21.107994079589844, 9.5, 3.450000047683716, 3.9000000953674316, 3.0","35.90620040893555, 17.664846420288086, 15.718718528747559, 6.949999809265137, 2.299999952316284, 2.8499999046325684, 12.5"
ALPA,4,1,3,91284,91.28,"22.299999237060547, 10.050000190734863, 7.199999809265137, 30.549999237060547","16.350000381469727, 7.400000095367432, 34.900001525878906, 22.600000381469727"
ALPHAGEO,4,0,4,-44507,-44.51,"104.0, 471.20001220703125, 194.39999389648438, 312.3500061035156","66.25, 303.54998779296875, 124.8499984741211, 220.10000610351562"
ALPSINDUS,8,0,8,-83494,-83.49,"64.69999694824219, 55.93000030517578, 8.25, 1.9500000476837158, 5.900000095367432, 2.5999999046325684, 1.2000000476837158, 5.300000190734863","43.779998779296875, 38.70000076293945, 4.949999809265137, 1.4500000476837158, 4.300000190734863, 1.649999976158142, 0.800000011920929, 2.5999999046325684"
AMBER,1,1,0,64492,64.49,816.5999755859375,2579.75
AMBICAAGAR,2,1,1,61720,61.72,"10.399999618530273, 7.900000095367432","7.449999809265137, 25.100000381469727"
AMBIKCO,1,1,0,58529,58.53,51.25,156.3000030517578
AMBUJACEM,3,2,1,118545,118.54,"70.05000305175781, 229.0500030517578, 191.5500030517578","217.60000610351562, 155.6999969482422, 605.9000244140625"
AMDIND,2,0,2,-18990,-18.99,"16.850000381469727, 26.600000381469727","10.0, 19.799999237060547"
AMIORG,0,0,0,0,0.0,,
AMJLAND,3,0,3,-27784,-27.78,"13.640000343322754, 18.700000762939453, 20.25","8.199999809265137, 14.0, 14.5"
AMNPLST,0,0,0,0,0.0,,
AMRUTANJAN,1,1,0,68854,68.85,215.22500610351562,708.9000244140625
ANANDRATHI,0,0,0,0,0.0,,
ANANTRAJ,8,2,6,113849,113.85,"127.06932067871094, 36.97862243652344, 34.34931182861328, 23.18000030517578, 17.521724700927734, 15.649656295776367, 9.528620719909668, 73.9000015258789","85.7996597290039, 21.749656677246094, 24.231725692749023, 16.785518646240234, 12.010689735412598, 11.379655838012695, 41.0, 242.89999389648438"
ANDHRAPAP,1,1,0,68011,68.01,182.1999969482422,597.4500122070312
ANDHRSUGAR,2,1,1,59587,59.59,"15.239999771118164, 58.439998626708984","50.709999084472656, 35.40999984741211"
ANGELONE,0,0,0,0,0.0,,
ANIKINDS,5,3,2,190129,190.13,"24.0, 25.649999618530273, 41.0, 8.800000190734863, 8.699999809265137","86.94999694824219, 77.5999984741211, 29.549999237060547, 6.550000190734863, 27.049999237060547"
ANKITMETAL,4,0,4,-35375,-35.37,"8.0, 2.6500000953674316, 2.0, 5.400000095367432","5.949999809265137, 1.850000023841858, 1.399999976158142, 3.549999952316284"
ANMOL,0,0,0,0,0.0,,
ANTGRAPHIC,5,1,4,110531,110.53,"0.4000000059604645, 0.3499999940395355, 0.8500000238418579, 0.800000011920929, 0.550000011920929","0.25, 0.20000000298023224, 0.6000000238418579, 0.5, 3.200000047683716"
ANUP,1,1,0,61222,61.22,191.5500030517578,584.0999755859375
ANURAS,0,0,0,0,0.0,,
APARINDS,4,1,3,41372,41.37,"161.2460174560547, 146.0, 117.8499984741211, 615.75","80.3499984741211, 107.94999694824219, 386.70001220703125, 454.29998779296875"
APCL,1,1,0,82005,82.0,124.46444702148438,455.6178894042969
APCOTEXIND,2,1,1,81243,81.24,"4.224999904632568, 85.55999755859375","3.0250000953674316, 337.5"
APEX,2,0,2,-16952,-16.95,"241.6999969482422, 258.6000061035156","168.5500030517578, 192.6999969482422"
APLAPOLLO,1,1,0,62229,62.23,144.18499755859375,441.5
APLLTD,1,0,1,-9494,-9.49,627.4500122070312,427.5
APOLLO,0,0,0,0,0.0,,
APOLLOHOSP,1,1,0,67551,67.55,1106.300048828125,3619.85009765625
APOLLOPIPE,0,0,0,0,0.0,,
APOLLOTYRE,5,3,2,164797,164.8,"30.799999237060547, 18.25, 66.05000305175781, 163.3000030517578, 108.0","22.799999237060547, 58.150001525878906, 199.10000610351562, 79.4000015258789, 324.29998779296875"
APOLSINHOT,0,0,0,0,0.0,,
APTECHT,4,1,3,64253,64.25,"193.17857360839844, 65.89286041259766, 37.96428680419922, 136.57142639160156","138.7142791748047, 47.10714340209961, 156.0357208251953, 90.28571319580078"
APTUS,1,0,1,-9715,-9.72,359.75,242.0500030517578
ARCHIDPLY,2,1,1,57214,57.21,"14.635443687438965, 5.32197904586792","10.764912605285645, 16.651344299316406"
ARCHIES,5,0,5,-50100,-50.1,"27.65999984741211, 25.200000762939453, 24.899999618530273, 24.049999237060547, 20.200000762939453","16.700000762939453, 17.399999618530273, 17.700000762939453, 17.0, 13.050000190734863"
ARE&M,0,0,0,0,0.0,,
ARENTERP,1,1,0,66604,66.6,11.350000381469727,34.849998474121094
ARIES,3,1,2,52514,52.51,"35.04999923706055, 122.1500015258789, 89.80000305175781","113.9000015258789, 86.4000015258789, 61.75"
ARIHANTCAP,0,0,0,0,0.0,,
ARIHANTSUP,4,0,4,-40781,-40.78,"60.650001525878906, 39.79999923706055, 31.100000381469727, 27.5","35.099998474121094, 25.0, 21.0, 19.75"
ARMANFIN,2,2,0,130744,130.74,"226.4499969482422, 445.1000061035156","722.9000244140625, 1434.800048828125"
AROGRANITE,2,1,1,58959,58.96,"22.433332443237305, 25.75","16.733333587646484, 81.44999694824219"
ARROWGREEN,3,1,2,68480,68.48,"462.5079345703125, 115.60364532470703, 94.4000015258789","300.9801940917969, 68.60611724853516, 370.5"
ARSHIYA,3,2,1,119368,119.37,"15.199999809265137, 16.399999618530273, 31.5","11.100000381469727, 49.20000076293945, 101.6500015258789"
ARTEMISMED,0,0,0,0,0.0,,
ARTNIRMAN,2,1,1,154712,154.71,"19.600000381469727, 74.19999694824219","120.5, 50.70000076293945"
ARVEE,2,1,1,85402,85.4,"30.0, 35.0","19.975000381469727, 139.39999389648438"
ARVIND,6,3,3,171036,171.04,"25.150421142578125, 17.911827087402344, 6.980072021484375, 90.94999694824219, 32.400001525878906, 98.30000305175781","18.65045928955078, 11.873510360717773, 21.346466064453125, 63.29999923706055, 104.0, 315.0"
ARVINDFASN,1,0,1,-7594,-7.59,163.5438690185547,119.70435333251953
ARVSMART,1,0,1,-8568,-8.57,124.0999984741211,90.0
ASAHIINDIA,3,2,1,120362,120.36,"41.80349349975586, 208.6999969482422, 176.64999389648438","126.94999694824219, 156.14999389648438, 556.4500122070312"
ASAHISONG,1,0,1,-13688,-13.69,136.5500030517578,73.5
ASAL,7,2,5,98195,98.2,"69.3619384765625, 25.898542404174805, 74.96046447753906, 46.650001525878906, 43.70000076293945, 35.79999923706055, 21.0","48.67729187011719, 81.92657470703125, 52.95000076293945, 32.29999923706055, 30.600000381469727, 19.799999237060547, 76.75"
ASALCBR,0,0,0,0,0.0,,
ASHAPURMIN,5,2,3,101909,101.91,"113.80000305175781, 27.549999237060547, 65.05000305175781, 28.200000762939453, 95.9000015258789","377.45001220703125, 20.149999618530273, 44.29999923706055, 17.0, 290.5"
ASHIANA,3,2,1,132990,132.99,"34.209999084472656, 160.89999389648438, 59.20000076293945","119.9000015258789, 114.3499984741211, 196.0"
ASHIMASYN,6,2,4,99037,99.04,"4.9143290519714355, 3.608959913253784, 2.1884119510650635, 16.899999618530273, 7.400000095367432, 6.5","3.2250280380249023, 2.5339510440826416, 7.755425930023193, 12.199999809265137, 3.200000047683716, 19.75"
ASHOKA,3,1,2,37224,37.22,"36.900001525878906, 125.0, 105.83333587646484","117.23332977294922, 90.80000305175781, 41.349998474121094"
ASHOKAMET,0,0,0,0,0.0,,
ASHOKLEY,6,2,4,81940,81.94,"20.575000762939453, 16.774999618530273, 9.074999809265137, 23.75, 15.149999618530273, 90.25","14.274999618530273, 9.425000190734863, 27.899999618530273, 13.550000190734863, 46.45000076293945, 64.44999694824219"
ASIANENE,0,0,0,0,0.0,,
ASIANHOTNR,2,0,2,-18882,-18.88,"232.89999389648438, 112.4000015258789","171.0, 68.05000305175781"
ASIANPAINT,2,2,0,123713,123.71,"89.18000030517578, 970.7000122070312","276.2650146484375, 2977.5"
ASIANTILES,7,1,6,1760,1.76,"46.082435607910156, 14.033333778381348, 33.18693923950195, 128.92335510253906, 132.8741912841797, 123.86630249023438, 61.95000076293945","33.028907775878906, 42.668922424316406, 20.73393440246582, 76.23513793945312, 91.09024810791016, 91.9221420288086, 45.599998474121094"
ASKAUTOLTD,0,0,0,0,0.0,,
ASMS,5,3,2,193714,193.71,"70.5999984741211, 87.6500015258789, 7.050000190734863, 1.149999976158142, 4.25","245.25, 57.25, 3.799999952316284, 3.5999999046325684, 15.149999618530273"
ASPINWALL,1,0,1,-14614,-14.61,168.3000030517578,86.5
ASTEC,4,3,1,206645,206.65,"53.5, 25.0, 224.25, 409.45001220703125","37.75, 99.75, 699.9500122070312, 1290.6500244140625"
ASTERDM,1,1,0,63283,63.28,123.8499984741211,382.3999938964844
ASTRAL,2,2,0,125136,125.14,"2.8350000381469727, 194.40005493164062","8.592752456665039, 596.3626708984375"
ASTRAMICRO,3,0,3,-30421,-30.42,"126.4000015258789, 108.30000305175781, 98.9000015258789","90.9000015258789, 79.69999694824219, 51.900001525878906"
ASTRAZEN,2,1,1,58813,58.81,"835.7999877929688, 3907.949951171875","2725.10009765625, 2796.35009765625"
ASTRON,2,0,2,-31018,-31.02,"107.8499984741211, 40.04999923706055","53.75, 22.950000762939453"
ATALREAL,1,0,1,-13490,-13.49,16.899999618530273,9.25
ATAM,0,0,0,0,0.0,,
ATFL,1,1,0,61320,61.32,91.19999694824219,282.8999938964844
ATGL,1,1,0,65739,65.74,117.44999694824219,375.6000061035156
ATL,0,0,0,0,0.0,,
ATLANTAA,8,2,6,81120,81.12,"69.02999877929688, 47.459999084472656, 39.650001525878906, 10.59000015258789, 40.400001525878906, 18.700000762939453, 8.649999618530273, 8.649999618530273","50.31999969482422, 28.600000381469727, 28.260000228881836, 32.959999084472656, 29.0, 13.899999618530273, 6.0, 29.950000762939453"
ATUL,2,1,1,59344,59.34,"2390.10009765625, 8886.9501953125","8088.7001953125, 6241.7001953125"
ATULAUTO,2,1,1,56247,56.25,"339.95001220703125, 185.5","228.5, 591.4500122070312"
AUBANK,0,0,0,0,0.0,,
AURIONPRO,6,3,3,211125,211.12,"67.6406021118164, 71.60952758789062, 121.05218505859375, 129.25, 107.0999984741211, 46.0","247.42442321777344, 251.90000915527344, 84.27630615234375, 96.3499984741211, 73.5999984741211, 171.0500030517578"
AUROPHARMA,3,2,1,141450,141.45,"16.84000015258789, 57.5, 684.5999755859375","59.02000045776367, 196.39999389648438, 469.8500061035156"
AURUM,3,1,2,39125,39.12,"380.2310485839844, 228.04403686523438, 77.16677856445312","276.9418029785156, 693.0821533203125, 47.98820495605469"
AUSOMENT,4,2,2,135382,135.38,"9.0, 5.900000095367432, 22.5, 10.050000190734863","4.900000095367432, 18.149999618530273, 16.25, 39.75"
AUTOAXLES,7,3,4,152882,152.88,"543.4000244140625, 291.8999938964844, 96.55000305175781, 415.20001220703125, 260.6499938964844, 609.9000244140625, 564.4500122070312","378.45001220703125, 137.8000030517578, 303.75, 295.0, 834.1500244140625, 384.04998779296875, 1714.199951171875"
AUTOIND,7,2,5,107299,107.3,"66.19999694824219, 152.85000610351562, 97.80000305175781, 72.3499984741211, 53.099998474121094, 50.75, 19.899999618530273","238.60000610351562, 110.94999694824219, 55.20000076293945, 53.20000076293945, 34.20000076293945, 33.5, 69.0"
AVADHSUGAR,2,1,1,62151,62.15,"179.5, 190.10000610351562","118.1500015258789, 642.9000244140625"
AVALON,0,0,0,0,0.0,,
AVANTIFEED,1,1,0,68173,68.17,187.03334045410156,615.816650390625
AVG,1,1,0,66738,66.74,51.0,172.5
AVONMORE,0,0,0,0,0.0,,
AVROIND,2,1,1,56334,56.33,"14.838708877563477, 11.274192810058594","8.322580337524414, 37.403228759765625"
AVTNPL,1,1,0,62606,62.61,26.649999618530273,81.94999694824219
AWHCL,0,0,0,0,0.0,,
AWL,1,0,1,-7684,-7.68,436.1000061035156,326.6000061035156
AXISBANK,1,1,0,68592,68.59,111.45999908447266,367.2300109863281
AXISCADES,6,3,3,168207,168.21,"16.25, 11.649999618530273, 43.45000076293945, 157.5, 90.6500015258789, 51.150001525878906","10.850000381469727, 38.099998474121094, 134.60000610351562, 97.25, 62.25, 168.0"
AXITA,0,0,0,0,0.0,,
AYMSYNTEX,3,1,2,44846,44.85,"92.69999694824219, 42.04999923706055, 23.5","59.849998474121094, 29.549999237060547, 75.0"
AZAD,0,0,0,0,0.0,,
BAFNAPH,2,1,1,52045,52.05,"11.100000381469727, 13.300000190734863","5.449999809265137, 41.75"
BAGFILMS,7,1,6,10629,10.63,"11.75, 9.350000381469727, 16.299999237060547, 4.300000190734863, 6.5, 5.050000190734863, 2.0999999046325684","8.600000381469727, 28.149999618530273, 11.199999809265137, 3.1500000953674316, 4.75, 3.6500000953674316, 1.5499999523162842"
BAIDFIN,1,0,1,-9351,-9.35,27.75,18.950000762939453
BAJAJ-AUTO,3,2,1,112259,112.26,"294.1000061035156, 237.375, 1604.300048828125","160.8249969482422, 747.375, 4931.39990234375"
BAJAJCON,1,1,0,64737,64.74,115.5999984741211,354.25
BAJAJELEC,5,2,3,121897,121.9,"84.46941375732422, 39.53535842895508, 215.30519104003906, 174.44769287109375, 342.9733581542969","52.33430862426758, 143.25828552246094, 139.6958770751953, 602.4413452148438, 252.61126708984375"
BAJAJFINSV,3,3,0,193094,193.09,"14.707470893859863, 187.53500366210938, 584.5150146484375","47.12384033203125, 604.2249755859375, 1778.675048828125"
BAJAJHCARE,1,0,1,-7437,-7.44,391.3500061035156,292.29998779296875
BAJAJHIND,8,0,8,-75010,-75.01,"165.22958374023438, 144.3278045654297, 61.56522750854492, 63.6342887878418, 34.75, 30.399999618530273, 20.649999618530273, 6.900000095367432","113.71409606933594, 87.1962890625, 37.15871047973633, 46.15280532836914, 25.5, 20.950000762939453, 14.449999809265137, 5.099999904632568"
BAJAJHLDNG,2,2,0,124763,124.76,"297.8999938964844, 2543.0","979.0, 7674.60009765625"
BAJEL,0,0,0,0,0.0,,
BAJFINANCE,2,1,1,63451,63.45,"38.25309753417969, 6.786495208740234","25.640029907226562, 23.240222930908203"
BALAJITELE,6,1,5,13396,13.4,"130.85000610351562, 43.0, 46.0, 34.25, 57.20000076293945, 54.150001525878906","70.1500015258789, 31.950000762939453, 33.349998474121094, 103.1500015258789, 37.75, 37.099998474121094"
BALAMINES,2,1,1,50770,50.77,"339.25, 331.8500061035156","234.64999389648438, 1001.9500122070312"
BALAXI,2,1,1,153362,153.36,"3.8499999046325684, 2.9700000286102295","2.5799999237060547, 19.040000915527344"
BALKRISHNA,3,0,3,-37495,-37.5,"46.849998474121094, 30.649999618530273, 20.350000381469727","29.899999618530273, 19.399999618530273, 7.800000190734863"
BALKRISIND,2,1,1,55119,55.12,"18.574420928955078, 995.5","58.24049377441406, 702.3499755859375"
BALMLAWRIE,3,1,2,49151,49.15,"39.52857208251953, 56.595237731933594, 152.39999389648438","23.24761962890625, 186.03334045410156, 113.33333587646484"
BALPHARMA,3,1,2,43576,43.58,"32.349998474121094, 16.5, 88.05000305175781","23.399999618530273, 50.150001525878906, 53.29999923706055"
BALRAMCHIN,5,2,3,116866,116.87,"59.900001525878906, 48.79999923706055, 59.79999923706055, 50.400001525878906, 76.44999694824219","43.95000076293945, 36.29999923706055, 42.04999923706055, 152.85000610351562, 279.25"
BANARBEADS,1,0,1,-8740,-8.74,34.29999923706055,24.299999237060547
BANARISUG,2,2,0,120574,120.57,"585.4000244140625, 1021.7999877929688","1796.8499755859375, 3080.64990234375"
BANCOINDIA,5,2,3,112839,112.84,"22.5, 75.44999694824219, 127.44999694824219, 132.75, 73.25","68.1500015258789, 48.54999923706055, 94.5999984741211, 97.9000015258789, 265.3500061035156"
BANDHANBNK,2,0,2,-15469,-15.47,"550.1500244140625, 319.29998779296875","403.95001220703125, 238.5500030517578"
BANG,5,0,5,-60186,-60.19,"121.6500015258789, 38.54999923706055, 10.600000381469727, 36.099998474121094, 20.799999237060547","76.30000305175781, 22.149999618530273, 6.050000190734863, 23.049999237060547, 11.600000381469727"
BANKA,2,1,1,74280,74.28,"36.79999923706055, 28.799999237060547","26.139999389648438, 105.1500015258789"
BANKBARODA,5,2,3,101406,101.41,"47.20000076293945, 159.55999755859375, 144.14999389648438, 104.9000015258789, 51.349998474121094","142.13999938964844, 114.83000183105469, 99.5, 76.30000305175781, 166.25"
BANKINDIA,5,1,4,28246,28.25,"311.20001220703125, 209.89999389648438, 101.25, 75.9000015258789, 48.79999923706055","232.39999389648438, 142.14999389648438, 72.19999694824219, 51.04999923706055, 155.10000610351562"
BANSWRAS,5,2,3,132076,132.08,"15.199999809265137, 40.75, 20.25, 40.599998474121094, 38.724998474121094","10.125, 28.975000381469727, 70.2249984741211, 29.25, 144.47500610351562"
BARBEQUE,1,0,1,-11359,-11.36,1165.550048828125,717.7000122070312
BASF,2,2,0,129295,129.3,"227.1999969482422, 951.25","730.4500122070312, 2876.199951171875"
BASML,2,1,1,45474,45.47,"12.938858985900879, 43.12953186035156","38.8648567199707, 22.337234497070312"
BATAINDIA,4,2,2,111106,111.11,"101.19999694824219, 85.25, 51.974998474121094, 401.20001220703125","68.94999694824219, 52.17499923706055, 167.0749969482422, 1288.800048828125"
BAYERCROP,2,1,1,49065,49.06,"916.3499755859375, 4543.25","2872.89990234375, 3068.10009765625"
BBL,3,0,3,-31693,-31.69,"275.0, 678.125, 479.6000061035156","184.4250030517578, 446.5, 284.7749938964844"
BBOX,3,1,2,90678,90.68,"30.219999313354492, 19.219999313354492, 10.550000190734863","22.395000457763672, 13.319999694824219, 48.2400016784668"
BBTC,7,3,4,199866,199.87,"110.41999816894531, 27.1200008392334, 103.8499984741211, 498.3999938964844, 403.20001220703125, 1380.25, 1135.199951171875","62.560001373291016, 89.77999877929688, 449.8500061035156, 330.20001220703125, 1286.9000244140625, 936.0999755859375, 732.5"
BBTCL,1,0,1,-8154,-8.15,41.20000076293945,30.0
BCG,4,0,4,-42542,-42.54,"14.423996925354004, 3.5759990215301514, 31.200000762939453, 19.350000381469727","9.023998260498047, 2.591999053955078, 17.0, 13.800000190734863"
BCLIND,0,0,0,0,0.0,,
BCONCEPTS,2,1,1,76030,76.03,"34.54999923706055, 20.450000762939453","24.899999618530273, 74.0"
BDL,0,0,0,0,0.0,,
BEARDSELL,1,1,0,84048,84.05,7.929718971252441,28.715076446533203
BECTORFOOD,1,1,0,72039,72.04,314.8500061035156,1073.300048828125
BEDMUTHA,3,1,2,41828,41.83,"13.5, 9.0, 28.0","9.850000381469727, 28.100000381469727, 16.600000381469727"
BEL,3,2,1,124106,124.11,"11.595454216003418, 31.083332061767578, 29.549999237060547","38.0621223449707, 23.066665649414062, 91.73332977294922"
BEML,6,1,5,10977,10.98,"906.1570434570312, 426.57049560546875, 1078.932861328125, 853.7305297851562, 634.0446166992188, 537.8662109375","620.064208984375, 317.80133056640625, 796.2509155273438, 513.3163452148438, 380.3762512207031, 1620.800048828125"
BEPL,4,0,4,-35518,-35.52,"14.033332824707031, 15.433333396911621, 58.93333435058594, 48.70000076293945","9.166666030883789, 10.666666030883789, 42.53333282470703, 35.93333435058594"
BERGEPAINT,2,1,1,56060,56.06,"13.244047164916992, 68.4077377319336","9.12202262878418, 216.9583282470703"
BFINVEST,1,0,1,-8224,-8.22,334.3500061035156,241.25
BFUTILITIE,4,1,3,54000,54.0,"1435.6844482421875, 439.5625915527344, 321.1000061035156, 179.5500030517578","923.6738891601562, 278.70001220703125, 220.60000610351562, 689.4500122070312"
BGRENERGY,6,1,5,12302,12.3,"179.0, 549.5499877929688, 368.95001220703125, 109.6500015258789, 62.849998474121094, 35.5","537.1500244140625, 397.04998779296875, 256.95001220703125, 79.75, 40.900001525878906, 20.950000762939453"
BHAGCHEM,0,0,0,0,0.0,,
BHAGERIA,1,0,1,-8223,-8.22,136.64999389648438,102.3499984741211
BHAGYANGR,2,1,1,49900,49.9,"15.300000190734863, 10.0","9.5, 30.399999618530273"
BHANDARI,2,0,2,-20571,-20.57,"1.20563805103302, 1.687893033027649","0.7233819961547852, 1.20563805103302"
BHARATFORG,5,2,3,107362,107.36,"48.92499923706055, 165.10000610351562, 679.0499877929688, 446.3500061035156, 326.04998779296875","163.3249969482422, 114.875, 508.70001220703125, 234.9499969482422, 1070.3499755859375"
BHARATGEAR,5,3,2,180892,180.89,"37.387271881103516, 27.6965389251709, 11.861209869384766, 23.63071060180664, 26.414831161499023","26.81000328063965, 15.957608222961426, 41.94221878051758, 75.66107177734375, 80.17640686035156"
BHARATRAS,1,1,0,68900,68.9,115.0,381.95001220703125
BHARATWIRE,2,1,1,65480,65.48,"33.5, 23.399999618530273","24.899999618530273, 75.94999694824219"
BHARTIARTL,3,1,2,46289,46.29,"404.77716064453125, 339.77398681640625, 303.72369384765625","294.5984802246094, 251.76622009277344, 926.4000244140625"
BHEL,5,1,4,24225,24.22,"154.96665954589844, 167.76666259765625, 83.5999984741211, 56.54999923706055, 28.0","116.16666412353516, 116.66666412353516, 58.900001525878906, 30.600000381469727, 87.6500015258789"
BIGBLOC,1,0,1,-8424,-8.42,6.409999847412109,4.71999979019165
BIKAJI,0,0,0,0,0.0,,
BIL,5,2,3,95447,95.45,"24.850000381469727, 61.70000076293945, 182.1999969482422, 272.04998779296875, 187.0","78.75, 41.349998474121094, 555.9000244140625, 202.5, 131.39999389648438"
BINANIIND,4,2,2,180479,180.48,"46.5, 109.75, 64.9000015258789, 6.300000190734863","202.89999389648438, 72.5999984741211, 44.900001525878906, 27.700000762939453"
BIOCON,2,1,1,52645,52.65,"31.304166793823242, 23.858333587646484","15.816665649414062, 77.125"
BIOFILCHEM,2,1,1,50851,50.85,"6.949999809265137, 8.5","4.800000190734863, 27.350000381469727"
